Date,DateKey,Calendar Year Number,Calendar Year,Calendar Year Quarter Number,Calendar Year Quarter,Calendar Year Month Number,Calendar Year Month,Month Number,Month,Day of Week Number,Day of Week,Fiscal Year Number,Fiscal Year,Fiscal Quarter Number,Fiscal Quarter,Fiscal Year Quarter Number,Fiscal Year Quarter,Fiscal Month Number,Fiscal Month,Working Day,Is Holiday,Holiday Name,Europe Season,North America Season,Asia Season
2006-05-28 00:00:00.000,20060528,2006,"CY 2006",20062,"Q2-2006",200605,"May 2006",5,"May",1,"Sunday",2006,"FY 2006",4,"Q4",20064,"Q4-2006",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2007-05-05 00:00:00.000,20070505,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",7,"Saturday",2007,"FY 2007",4,"Q4",20074,"Q4-2007",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2007-05-06 00:00:00.000,20070506,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",1,"Sunday",2007,"FY 2007",4,"Q4",20074,"Q4-2007",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2007-05-12 00:00:00.000,20070512,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",7,"Saturday",2007,"FY 2007",4,"Q4",20074,"Q4-2007",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2007-05-13 00:00:00.000,20070513,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",1,"Sunday",2007,"FY 2007",4,"Q4",20074,"Q4-2007",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2007-05-19 00:00:00.000,20070519,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",7,"Saturday",2007,"FY 2007",4,"Q4",20074,"Q4-2007",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2007-05-20 00:00:00.000,20070520,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",1,"Sunday",2007,"FY 2007",4,"Q4",20074,"Q4-2007",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2007-05-26 00:00:00.000,20070526,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",7,"Saturday",2007,"FY 2007",4,"Q4",20074,"Q4-2007",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2007-05-27 00:00:00.000,20070527,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",1,"Sunday",2007,"FY 2007",4,"Q4",20074,"Q4-2007",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2008-05-03 00:00:00.000,20080503,2008,"CY 2008",20082,"Q2-2008",200805,"May 2008",5,"May",7,"Saturday",2008,"FY 2008",4,"Q4",20084,"Q4-2008",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2008-05-04 00:00:00.000,20080504,2008,"CY 2008",20082,"Q2-2008",200805,"May 2008",5,"May",1,"Sunday",2008,"FY 2008",4,"Q4",20084,"Q4-2008",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2008-05-10 00:00:00.000,20080510,2008,"CY 2008",20082,"Q2-2008",200805,"May 2008",5,"May",7,"Saturday",2008,"FY 2008",4,"Q4",20084,"Q4-2008",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2008-05-11 00:00:00.000,20080511,2008,"CY 2008",20082,"Q2-2008",200805,"May 2008",5,"May",1,"Sunday",2008,"FY 2008",4,"Q4",20084,"Q4-2008",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2008-05-17 00:00:00.000,20080517,2008,"CY 2008",20082,"Q2-2008",200805,"May 2008",5,"May",7,"Saturday",2008,"FY 2008",4,"Q4",20084,"Q4-2008",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2008-05-18 00:00:00.000,20080518,2008,"CY 2008",20082,"Q2-2008",200805,"May 2008",5,"May",1,"Sunday",2008,"FY 2008",4,"Q4",20084,"Q4-2008",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2008-05-24 00:00:00.000,20080524,2008,"CY 2008",20082,"Q2-2008",200805,"May 2008",5,"May",7,"Saturday",2008,"FY 2008",4,"Q4",20084,"Q4-2008",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2008-05-25 00:00:00.000,20080525,2008,"CY 2008",20082,"Q2-2008",200805,"May 2008",5,"May",1,"Sunday",2008,"FY 2008",4,"Q4",20084,"Q4-2008",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2008-05-31 00:00:00.000,20080531,2008,"CY 2008",20082,"Q2-2008",200805,"May 2008",5,"May",7,"Saturday",2008,"FY 2008",4,"Q4",20084,"Q4-2008",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2009-05-02 00:00:00.000,20090502,2009,"CY 2009",20092,"Q2-2009",200905,"May 2009",5,"May",7,"Saturday",2009,"FY 2009",4,"Q4",20094,"Q4-2009",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2009-05-03 00:00:00.000,20090503,2009,"CY 2009",20092,"Q2-2009",200905,"May 2009",5,"May",1,"Sunday",2009,"FY 2009",4,"Q4",20094,"Q4-2009",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2009-05-09 00:00:00.000,20090509,2009,"CY 2009",20092,"Q2-2009",200905,"May 2009",5,"May",7,"Saturday",2009,"FY 2009",4,"Q4",20094,"Q4-2009",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2009-05-10 00:00:00.000,20090510,2009,"CY 2009",20092,"Q2-2009",200905,"May 2009",5,"May",1,"Sunday",2009,"FY 2009",4,"Q4",20094,"Q4-2009",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2009-05-16 00:00:00.000,20090516,2009,"CY 2009",20092,"Q2-2009",200905,"May 2009",5,"May",7,"Saturday",2009,"FY 2009",4,"Q4",20094,"Q4-2009",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2009-05-17 00:00:00.000,20090517,2009,"CY 2009",20092,"Q2-2009",200905,"May 2009",5,"May",1,"Sunday",2009,"FY 2009",4,"Q4",20094,"Q4-2009",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2009-05-23 00:00:00.000,20090523,2009,"CY 2009",20092,"Q2-2009",200905,"May 2009",5,"May",7,"Saturday",2009,"FY 2009",4,"Q4",20094,"Q4-2009",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2009-05-24 00:00:00.000,20090524,2009,"CY 2009",20092,"Q2-2009",200905,"May 2009",5,"May",1,"Sunday",2009,"FY 2009",4,"Q4",20094,"Q4-2009",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2009-05-30 00:00:00.000,20090530,2009,"CY 2009",20092,"Q2-2009",200905,"May 2009",5,"May",7,"Saturday",2009,"FY 2009",4,"Q4",20094,"Q4-2009",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2009-05-31 00:00:00.000,20090531,2009,"CY 2009",20092,"Q2-2009",200905,"May 2009",5,"May",1,"Sunday",2009,"FY 2009",4,"Q4",20094,"Q4-2009",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2010-05-01 00:00:00.000,20100501,2010,"CY 2010",20102,"Q2-2010",201005,"May 2010",5,"May",7,"Saturday",2010,"FY 2010",4,"Q4",20104,"Q4-2010",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2010-05-02 00:00:00.000,20100502,2010,"CY 2010",20102,"Q2-2010",201005,"May 2010",5,"May",1,"Sunday",2010,"FY 2010",4,"Q4",20104,"Q4-2010",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2010-05-08 00:00:00.000,20100508,2010,"CY 2010",20102,"Q2-2010",201005,"May 2010",5,"May",7,"Saturday",2010,"FY 2010",4,"Q4",20104,"Q4-2010",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2010-05-09 00:00:00.000,20100509,2010,"CY 2010",20102,"Q2-2010",201005,"May 2010",5,"May",1,"Sunday",2010,"FY 2010",4,"Q4",20104,"Q4-2010",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2010-05-15 00:00:00.000,20100515,2010,"CY 2010",20102,"Q2-2010",201005,"May 2010",5,"May",7,"Saturday",2010,"FY 2010",4,"Q4",20104,"Q4-2010",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2010-05-16 00:00:00.000,20100516,2010,"CY 2010",20102,"Q2-2010",201005,"May 2010",5,"May",1,"Sunday",2010,"FY 2010",4,"Q4",20104,"Q4-2010",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2010-05-22 00:00:00.000,20100522,2010,"CY 2010",20102,"Q2-2010",201005,"May 2010",5,"May",7,"Saturday",2010,"FY 2010",4,"Q4",20104,"Q4-2010",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2010-05-23 00:00:00.000,20100523,2010,"CY 2010",20102,"Q2-2010",201005,"May 2010",5,"May",1,"Sunday",2010,"FY 2010",4,"Q4",20104,"Q4-2010",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2010-05-29 00:00:00.000,20100529,2010,"CY 2010",20102,"Q2-2010",201005,"May 2010",5,"May",7,"Saturday",2010,"FY 2010",4,"Q4",20104,"Q4-2010",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2010-05-30 00:00:00.000,20100530,2010,"CY 2010",20102,"Q2-2010",201005,"May 2010",5,"May",1,"Sunday",2010,"FY 2010",4,"Q4",20104,"Q4-2010",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2011-05-01 00:00:00.000,20110501,2011,"CY 2011",20112,"Q2-2011",201105,"May 2011",5,"May",1,"Sunday",2011,"FY 2011",4,"Q4",20114,"Q4-2011",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2011-05-07 00:00:00.000,20110507,2011,"CY 2011",20112,"Q2-2011",201105,"May 2011",5,"May",7,"Saturday",2011,"FY 2011",4,"Q4",20114,"Q4-2011",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2011-05-08 00:00:00.000,20110508,2011,"CY 2011",20112,"Q2-2011",201105,"May 2011",5,"May",1,"Sunday",2011,"FY 2011",4,"Q4",20114,"Q4-2011",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2011-05-14 00:00:00.000,20110514,2011,"CY 2011",20112,"Q2-2011",201105,"May 2011",5,"May",7,"Saturday",2011,"FY 2011",4,"Q4",20114,"Q4-2011",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2011-05-15 00:00:00.000,20110515,2011,"CY 2011",20112,"Q2-2011",201105,"May 2011",5,"May",1,"Sunday",2011,"FY 2011",4,"Q4",20114,"Q4-2011",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2011-05-21 00:00:00.000,20110521,2011,"CY 2011",20112,"Q2-2011",201105,"May 2011",5,"May",7,"Saturday",2011,"FY 2011",4,"Q4",20114,"Q4-2011",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2011-05-22 00:00:00.000,20110522,2011,"CY 2011",20112,"Q2-2011",201105,"May 2011",5,"May",1,"Sunday",2011,"FY 2011",4,"Q4",20114,"Q4-2011",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2011-05-28 00:00:00.000,20110528,2011,"CY 2011",20112,"Q2-2011",201105,"May 2011",5,"May",7,"Saturday",2011,"FY 2011",4,"Q4",20114,"Q4-2011",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2011-05-29 00:00:00.000,20110529,2011,"CY 2011",20112,"Q2-2011",201105,"May 2011",5,"May",1,"Sunday",2011,"FY 2011",4,"Q4",20114,"Q4-2011",11,"May","WeekEnd",0,"None","None","None","Tax Time/Summer"
2005-11-05 00:00:00.000,20051105,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",7,"Saturday",2006,"FY 2006",2,"Q2",20062,"Q2-2006",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2005-11-06 00:00:00.000,20051106,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",1,"Sunday",2006,"FY 2006",2,"Q2",20062,"Q2-2006",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2005-11-12 00:00:00.000,20051112,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",7,"Saturday",2006,"FY 2006",2,"Q2",20062,"Q2-2006",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2005-11-13 00:00:00.000,20051113,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",1,"Sunday",2006,"FY 2006",2,"Q2",20062,"Q2-2006",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2005-11-19 00:00:00.000,20051119,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",7,"Saturday",2006,"FY 2006",2,"Q2",20062,"Q2-2006",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2005-11-20 00:00:00.000,20051120,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",1,"Sunday",2006,"FY 2006",2,"Q2",20062,"Q2-2006",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2005-11-26 00:00:00.000,20051126,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",7,"Saturday",2006,"FY 2006",2,"Q2",20062,"Q2-2006",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2005-11-27 00:00:00.000,20051127,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",1,"Sunday",2006,"FY 2006",2,"Q2",20062,"Q2-2006",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2006-11-04 00:00:00.000,20061104,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",7,"Saturday",2007,"FY 2007",2,"Q2",20072,"Q2-2007",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2006-11-05 00:00:00.000,20061105,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",1,"Sunday",2007,"FY 2007",2,"Q2",20072,"Q2-2007",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2006-11-11 00:00:00.000,20061111,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",7,"Saturday",2007,"FY 2007",2,"Q2",20072,"Q2-2007",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2006-11-12 00:00:00.000,20061112,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",1,"Sunday",2007,"FY 2007",2,"Q2",20072,"Q2-2007",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2006-11-18 00:00:00.000,20061118,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",7,"Saturday",2007,"FY 2007",2,"Q2",20072,"Q2-2007",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2006-11-19 00:00:00.000,20061119,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",1,"Sunday",2007,"FY 2007",2,"Q2",20072,"Q2-2007",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2006-11-25 00:00:00.000,20061125,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",7,"Saturday",2007,"FY 2007",2,"Q2",20072,"Q2-2007",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2006-11-26 00:00:00.000,20061126,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",1,"Sunday",2007,"FY 2007",2,"Q2",20072,"Q2-2007",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2007-11-03 00:00:00.000,20071103,2007,"CY 2007",20074,"Q4-2007",200711,"November 2007",11,"November",7,"Saturday",2008,"FY 2008",2,"Q2",20082,"Q2-2008",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2007-11-04 00:00:00.000,20071104,2007,"CY 2007",20074,"Q4-2007",200711,"November 2007",11,"November",1,"Sunday",2008,"FY 2008",2,"Q2",20082,"Q2-2008",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2007-11-10 00:00:00.000,20071110,2007,"CY 2007",20074,"Q4-2007",200711,"November 2007",11,"November",7,"Saturday",2008,"FY 2008",2,"Q2",20082,"Q2-2008",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2007-11-11 00:00:00.000,20071111,2007,"CY 2007",20074,"Q4-2007",200711,"November 2007",11,"November",1,"Sunday",2008,"FY 2008",2,"Q2",20082,"Q2-2008",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2007-11-17 00:00:00.000,20071117,2007,"CY 2007",20074,"Q4-2007",200711,"November 2007",11,"November",7,"Saturday",2008,"FY 2008",2,"Q2",20082,"Q2-2008",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2007-11-18 00:00:00.000,20071118,2007,"CY 2007",20074,"Q4-2007",200711,"November 2007",11,"November",1,"Sunday",2008,"FY 2008",2,"Q2",20082,"Q2-2008",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2007-11-24 00:00:00.000,20071124,2007,"CY 2007",20074,"Q4-2007",200711,"November 2007",11,"November",7,"Saturday",2008,"FY 2008",2,"Q2",20082,"Q2-2008",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2007-11-25 00:00:00.000,20071125,2007,"CY 2007",20074,"Q4-2007",200711,"November 2007",11,"November",1,"Sunday",2008,"FY 2008",2,"Q2",20082,"Q2-2008",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2008-11-01 00:00:00.000,20081101,2008,"CY 2008",20084,"Q4-2008",200811,"November 2008",11,"November",7,"Saturday",2009,"FY 2009",2,"Q2",20092,"Q2-2009",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2008-11-02 00:00:00.000,20081102,2008,"CY 2008",20084,"Q4-2008",200811,"November 2008",11,"November",1,"Sunday",2009,"FY 2009",2,"Q2",20092,"Q2-2009",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2008-11-08 00:00:00.000,20081108,2008,"CY 2008",20084,"Q4-2008",200811,"November 2008",11,"November",7,"Saturday",2009,"FY 2009",2,"Q2",20092,"Q2-2009",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2008-11-09 00:00:00.000,20081109,2008,"CY 2008",20084,"Q4-2008",200811,"November 2008",11,"November",1,"Sunday",2009,"FY 2009",2,"Q2",20092,"Q2-2009",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2008-11-15 00:00:00.000,20081115,2008,"CY 2008",20084,"Q4-2008",200811,"November 2008",11,"November",7,"Saturday",2009,"FY 2009",2,"Q2",20092,"Q2-2009",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2008-11-16 00:00:00.000,20081116,2008,"CY 2008",20084,"Q4-2008",200811,"November 2008",11,"November",1,"Sunday",2009,"FY 2009",2,"Q2",20092,"Q2-2009",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2008-11-22 00:00:00.000,20081122,2008,"CY 2008",20084,"Q4-2008",200811,"November 2008",11,"November",7,"Saturday",2009,"FY 2009",2,"Q2",20092,"Q2-2009",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2008-11-23 00:00:00.000,20081123,2008,"CY 2008",20084,"Q4-2008",200811,"November 2008",11,"November",1,"Sunday",2009,"FY 2009",2,"Q2",20092,"Q2-2009",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2008-11-29 00:00:00.000,20081129,2008,"CY 2008",20084,"Q4-2008",200811,"November 2008",11,"November",7,"Saturday",2009,"FY 2009",2,"Q2",20092,"Q2-2009",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2008-11-30 00:00:00.000,20081130,2008,"CY 2008",20084,"Q4-2008",200811,"November 2008",11,"November",1,"Sunday",2009,"FY 2009",2,"Q2",20092,"Q2-2009",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2009-11-01 00:00:00.000,20091101,2009,"CY 2009",20094,"Q4-2009",200911,"November 2009",11,"November",1,"Sunday",2010,"FY 2010",2,"Q2",20102,"Q2-2010",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2009-11-07 00:00:00.000,20091107,2009,"CY 2009",20094,"Q4-2009",200911,"November 2009",11,"November",7,"Saturday",2010,"FY 2010",2,"Q2",20102,"Q2-2010",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2009-11-08 00:00:00.000,20091108,2009,"CY 2009",20094,"Q4-2009",200911,"November 2009",11,"November",1,"Sunday",2010,"FY 2010",2,"Q2",20102,"Q2-2010",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2009-11-14 00:00:00.000,20091114,2009,"CY 2009",20094,"Q4-2009",200911,"November 2009",11,"November",7,"Saturday",2010,"FY 2010",2,"Q2",20102,"Q2-2010",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2009-11-15 00:00:00.000,20091115,2009,"CY 2009",20094,"Q4-2009",200911,"November 2009",11,"November",1,"Sunday",2010,"FY 2010",2,"Q2",20102,"Q2-2010",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2009-11-21 00:00:00.000,20091121,2009,"CY 2009",20094,"Q4-2009",200911,"November 2009",11,"November",7,"Saturday",2010,"FY 2010",2,"Q2",20102,"Q2-2010",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2009-11-22 00:00:00.000,20091122,2009,"CY 2009",20094,"Q4-2009",200911,"November 2009",11,"November",1,"Sunday",2010,"FY 2010",2,"Q2",20102,"Q2-2010",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2009-11-28 00:00:00.000,20091128,2009,"CY 2009",20094,"Q4-2009",200911,"November 2009",11,"November",7,"Saturday",2010,"FY 2010",2,"Q2",20102,"Q2-2010",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2009-11-29 00:00:00.000,20091129,2009,"CY 2009",20094,"Q4-2009",200911,"November 2009",11,"November",1,"Sunday",2010,"FY 2010",2,"Q2",20102,"Q2-2010",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2010-11-06 00:00:00.000,20101106,2010,"CY 2010",20104,"Q4-2010",201011,"November 2010",11,"November",7,"Saturday",2011,"FY 2011",2,"Q2",20112,"Q2-2011",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2010-11-07 00:00:00.000,20101107,2010,"CY 2010",20104,"Q4-2010",201011,"November 2010",11,"November",1,"Sunday",2011,"FY 2011",2,"Q2",20112,"Q2-2011",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2010-11-13 00:00:00.000,20101113,2010,"CY 2010",20104,"Q4-2010",201011,"November 2010",11,"November",7,"Saturday",2011,"FY 2011",2,"Q2",20112,"Q2-2011",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2010-11-14 00:00:00.000,20101114,2010,"CY 2010",20104,"Q4-2010",201011,"November 2010",11,"November",1,"Sunday",2011,"FY 2011",2,"Q2",20112,"Q2-2011",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2010-11-20 00:00:00.000,20101120,2010,"CY 2010",20104,"Q4-2010",201011,"November 2010",11,"November",7,"Saturday",2011,"FY 2011",2,"Q2",20112,"Q2-2011",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2010-11-21 00:00:00.000,20101121,2010,"CY 2010",20104,"Q4-2010",201011,"November 2010",11,"November",1,"Sunday",2011,"FY 2011",2,"Q2",20112,"Q2-2011",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2010-11-27 00:00:00.000,20101127,2010,"CY 2010",20104,"Q4-2010",201011,"November 2010",11,"November",7,"Saturday",2011,"FY 2011",2,"Q2",20112,"Q2-2011",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2010-11-28 00:00:00.000,20101128,2010,"CY 2010",20104,"Q4-2010",201011,"November 2010",11,"November",1,"Sunday",2011,"FY 2011",2,"Q2",20112,"Q2-2011",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2011-11-05 00:00:00.000,20111105,2011,"CY 2011",20114,"Q4-2011",201111,"November 2011",11,"November",7,"Saturday",2012,"FY 2012",2,"Q2",20122,"Q2-2012",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2011-11-06 00:00:00.000,20111106,2011,"CY 2011",20114,"Q4-2011",201111,"November 2011",11,"November",1,"Sunday",2012,"FY 2012",2,"Q2",20122,"Q2-2012",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2011-11-12 00:00:00.000,20111112,2011,"CY 2011",20114,"Q4-2011",201111,"November 2011",11,"November",7,"Saturday",2012,"FY 2012",2,"Q2",20122,"Q2-2012",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2011-11-13 00:00:00.000,20111113,2011,"CY 2011",20114,"Q4-2011",201111,"November 2011",11,"November",1,"Sunday",2012,"FY 2012",2,"Q2",20122,"Q2-2012",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2011-11-19 00:00:00.000,20111119,2011,"CY 2011",20114,"Q4-2011",201111,"November 2011",11,"November",7,"Saturday",2012,"FY 2012",2,"Q2",20122,"Q2-2012",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2011-11-20 00:00:00.000,20111120,2011,"CY 2011",20114,"Q4-2011",201111,"November 2011",11,"November",1,"Sunday",2012,"FY 2012",2,"Q2",20122,"Q2-2012",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2011-11-26 00:00:00.000,20111126,2011,"CY 2011",20114,"Q4-2011",201111,"November 2011",11,"November",7,"Saturday",2012,"FY 2012",2,"Q2",20122,"Q2-2012",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2011-11-27 00:00:00.000,20111127,2011,"CY 2011",20114,"Q4-2011",201111,"November 2011",11,"November",1,"Sunday",2012,"FY 2012",2,"Q2",20122,"Q2-2012",5,"November","WeekEnd",0,"None","Holiday","Holiday","Holiday"
2005-11-01 00:00:00.000,20051101,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",3,"Tuesday",2006,"FY 2006",2,"Q2",20062,"Q2-2006",5,"November","WorkDay",0,"None","Holiday","Holiday","Holiday"
2005-11-02 00:00:00.000,20051102,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",4,"Wednesday",2006,"FY 2006",2,"Q2",20062,"Q2-2006",5,"November","WorkDay",0,"None","Holiday","Holiday","Holiday"
2005-11-03 00:00:00.000,20051103,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",5,"Thursday",2006,"FY 2006",2,"Q2",20062,"Q2-2006",5,"November","WorkDay",0,"None","Holiday","Holiday","Holiday"
2005-11-04 00:00:00.000,20051104,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",6,"Friday",2006,"FY 2006",2,"Q2",20062,"Q2-2006",5,"November","WorkDay",0,"None","Holiday","Holiday","Holiday"
2005-11-07 00:00:00.000,20051107,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",2,"Monday",2006,"FY 2006",2,"Q2",20062,"Q2-2006",5,"November","WorkDay",0,"None","Holiday","Holiday","Holiday"
2005-11-08 00:00:00.000,20051108,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",3,"Tuesday",2006,"FY 2006",2,"Q2",20062,"Q2-2006",5,"November","WorkDay",0,"None","Holiday","Holiday","Holiday"
