ProductKey|ProductAlternateKey|ProductSubcategoryKey|WeightUnitMeasureCode|SizeUnitMeasureCode|EnglishProductName|SpanishProductName|FrenchProductName|StandardCost|FinishedGoodsFlag|Color|SafetyStockLevel|ReorderPoint|ListPrice|Size|SizeRange|Weight|DaysToManufacture|ProductLine|DealerPrice|Class|Style|ModelName|LargePhoto|EnglishDescription|FrenchDescription|ChineseDescription|ArabicDescription|HebrewDescription|ThaiDescription|GermanDescription|JapaneseDescription|TurkishDescription|StartDate|EndDate|Status
336|BK-R50B-62|2|LB |CM |Road-650 Black||||||||||||||||||||||||||||||
337|BK-R50B-62|2|LB |CM |Road-650 Black||||||||||||||||||||||||||||||
338|BK-R50B-44|2|LB |CM |Road-650 Black||||||||||||||||||||||||||||||
339|BK-R50B-44|2|LB |CM |Road-650 Black||||||||||||||||||||||||||||||
340|BK-R50B-48|2|LB |CM |Road-650 Black||||||||||||||||||||||||||||||
341|BK-R50B-48|2|LB |CM |Road-650 Black||||||||||||||||||||||||||||||
342|BK-R50B-52|2|LB |CM |Road-650 Black||||||||||||||||||||||||||||||
343|BK-R50B-52|2|LB |CM |Road-650 Black||||||||||||||||||||||||||||||
344|BK-M82S-38|1|LB |CM |Mountain-100 Silver||||||||||||||||||||||||||||||
345|BK-M82S-42|1|LB |CM |Mountain-100 Silver||||||||||||||||||||||||||||||
346|BK-M82S-44|1|LB |CM |Mountain-100 Silver||||||||||||||||||||||||||||||
347|BK-M82S-48|1|LB |CM |Mountain-100 Silver||||||||||||||||||||||||||||||
348|BK-M82B-38|1|LB |CM |Mountain-100 Black||||||||||||||||||||||||||||||
349|BK-M82B-42|1|LB |CM |Mountain-100 Black||||||||||||||||||||||||||||||
350|BK-M82B-44|1|LB |CM |Mountain-100 Black||||||||||||||||||||||||||||||
351|BK-M82B-48|1|LB |CM |Mountain-100 Black||||||||||||||||||||||||||||||
352|BK-M68S-38|1|LB |CM |Mountain-200 Silver||||||||||||||||||||||||||||||
353|BK-M68S-38|1|LB |CM |Mountain-200 Silver||||||||||||||||||||||||||||||
354|BK-M68S-42|1|LB |CM |Mountain-200 Silver||||||||||||||||||||||||||||||
355|BK-M68S-42|1|LB |CM |Mountain-200 Silver||||||||||||||||||||||||||||||
356|BK-M68S-46|1|LB |CM |Mountain-200 Silver||||||||||||||||||||||||||||||
357|BK-M68S-46|1|LB |CM |Mountain-200 Silver||||||||||||||||||||||||||||||
358|BK-M68B-38|1|LB |CM |Mountain-200 Black||||||||||||||||||||||||||||||
359|BK-M68B-38|1|LB |CM |Mountain-200 Black||||||||||||||||||||||||||||||
360|BK-M68B-42|1|LB |CM |Mountain-200 Black||||||||||||||||||||||||||||||
361|BK-M68B-42|1|LB |CM |Mountain-200 Black||||||||||||||||||||||||||||||
362|BK-M68B-46|1|LB |CM |Mountain-200 Black||||||||||||||||||||||||||||||
363|BK-M68B-46|1|LB |CM |Mountain-200 Black||||||||||||||||||||||||||||||
364|BK-M47B-38|1|LB |CM |Mountain-300 Black||||||||||||||||||||||||||||||
365|BK-M47B-40|1|LB |CM |Mountain-300 Black||||||||||||||||||||||||||||||
366|BK-M47B-44|1|LB |CM |Mountain-300 Black||||||||||||||||||||||||||||||
367|BK-M47B-48|1|LB |CM |Mountain-300 Black||||||||||||||||||||||||||||||
368|BK-R89R-44|2|LB |CM |Road-250 Red||||||||||||||||||||||||||||||
369|BK-R89R-48|2|LB |CM |Road-250 Red||||||||||||||||||||||||||||||
370|BK-R89R-52|2|LB |CM |Road-250 Red||||||||||||||||||||||||||||||
371|BK-R89R-58|2|LB |CM |Road-250 Red||||||||||||||||||||||||||||||
372|BK-R89R-58|2|LB |CM |Road-250 Red||||||||||||||||||||||||||||||
373|BK-R89B-44|2|LB |CM |Road-250 Black||||||||||||||||||||||||||||||
374|BK-R89B-44|2|LB |CM |Road-250 Black||||||||||||||||||||||||||||||
375|BK-R89B-48|2|LB |CM |Road-250 Black||||||||||||||||||||||||||||||
376|BK-R89B-48|2|LB |CM |Road-250 Black||||||||||||||||||||||||||||||
377|BK-R89B-52|2|LB |CM |Road-250 Black||||||||||||||||||||||||||||||
378|BK-R89B-52|2|LB |CM |Road-250 Black||||||||||||||||||||||||||||||
379|BK-R89B-58|2|LB |CM |Road-250 Black||||||||||||||||||||||||||||||
380|BK-R89B-58|2|LB |CM |Road-250 Black||||||||||||||||||||||||||||||
381|BK-R64Y-38|2|LB |CM |Road-550-W Yellow||||||||||||||||||||||||||||||
382|BK-R64Y-38|2|LB |CM |Road-550-W Yellow||||||||||||||||||||||||||||||
383|BK-R64Y-40|2|LB |CM |Road-550-W Yellow||||||||||||||||||||||||||||||
384|BK-R64Y-40|2|LB |CM |Road-550-W Yellow||||||||||||||||||||||||||||||
385|BK-R64Y-42|2|LB |CM |Road-550-W Yellow||||||||||||||||||||||||||||||
386|BK-R64Y-42|2|LB |CM |Road-550-W Yellow||||||||||||||||||||||||||||||
387|BK-R64Y-44|2|LB |CM |Road-550-W Yellow||||||||||||||||||||||||||||||
388|BK-R64Y-44|2|LB |CM |Road-550-W Yellow||||||||||||||||||||||||||||||
389|BK-R64Y-48|2|LB |CM |Road-550-W Yellow||||||||||||||||||||||||||||||
390|BK-R64Y-48|2|LB |CM |Road-550-W Yellow||||||||||||||||||||||||||||||
391|FK-1639|10|||LL Fork|Horquilla GB|Fourche LL|65.8097|1|NA|500|375|148.22||NA||1||88.932|L ||LL Fork|0x474946383961F0009500F70000000000080000080800080808100000100800100808101000180000101008180800180C041810081010101810101018182100002108041818101818182904002D080821120829130618211821181C212118251C1C29211829252129212929292935110E460E06322A2448272336332E403632|Stout design absorbs shock and offers more precise steering.|Conception robuste permettant d'absorber les chocs et d'offrir une conduite plus précise.|结实的设计不仅避震还可实现更精确的操控。|تصميم قوي يمتص الصدمات ويوفر قيادة أكثر دقة.|עיצוב חזק סופג זעזועים ומציע היגוי מדויק יותר.|การออกแบบที่มั่นคง รับแรงกระแทกและให้การควบคุมที่แม่นยำ|Das robuste Design dämpft Stöße und ermöglicht eine präzisere Steuerung.|頑丈なデザインにより衝撃が吸収され、より正確なハンドル操作が可能です。|Şoku emen ve daha hassas yönlendirilebilen güçlü tasarım.|7/1/2012|12/27/2008|
392|FK-5136|10|||ML Fork|Horquilla GM|Fourche ML|77.9176|1|NA|500|375|175.49||NA||1||105.294|M ||ML Fork|0x474946383961F0009500F70000000000080000080800080808100000100800100808101000180000101008180800180C041810081010101810101018182100002108041818101818182904002D080821120829130618211821181C212118251C1C29211829252129212929292935110E460E06322A2448272336332E403632|Composite road fork with an aluminum steerer tube.|Fourche composite pour route avec tube de direction en aluminium.|具有铝制前叉竖管的组合式公路车前叉。|شوكة طريق ماسكة للعجلة الأمامية مركبة ذات عمود توجيه مصنوع من الألومنيوم.|מזלג כביש מורכב עם צינור עמוד היגוי מאלומיניום.|ตะเกียบคู่โลหะผสม พร้อมท่อคันบังคับอลูมิเนียม|Gabel für die Straße mit Aluminium-Lenkerrohr.|アルミニウム製ステアリング チューブを備えたコンポジット ロード フォーク。|Alüminyum gidon boğazlı kompozit maşa.|7/1/2012|12/27/2008|
393|FK-9939|10|||HL Fork|Horquilla GA|Fourche HL|101.8936|1|NA|500|375|229.49||NA||1||137.694|H ||HL Fork|0x474946383961F0009500F70000000000080000080800080808100000100800100808101000180000101008180800180C041810081010101810101018182100002108041818101818182904002D080821120829130618211821181C212118251C1C29211829252129212929292935110E460E06322A2448272336332E403632|High-performance carbon road fork with curved legs.|Fourche pour route en carbone hautes performances avec bras incurvés.|具有弯管的高性能碳纤维公路车前叉。|شوكة طريق ماسكة للعجلة الأمامية من الكربون عالية الأداء ذات شعبتين مقوسين.|מזלג כביש מפחמן עם רגליים מוטות לביצועים גבוהים.|ตะเกียบคู่คาร์บอนประสิทธิภาพสูง พร้อมขาโค้ง|Hochwertige Carbon-Gabel mit geschwungenen Seiten.|湾曲したレッグを持つ高性能のカーボン ロード フォーク。|Yüksek performanslı eğik ayaklı karbon maşa.|7/1/2012|12/27/2008|
394|HS-0296|11|||LL Headset|Dirección GB|Jeu de direction LL|15.1848|1|NA|500|375|34.2||NA||1||20.52|L ||LL Headset|0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|Threadless headset provides quality at an economical price.|Jeu de direction de qualité sans filetage à un prix abordable.|无螺纹的车头碗组不仅确保质量而且经济实惠。|توفر الوصلة غير الملولبة بين الشوكة الماسكة للعجلة الأمامية وبقية هيكل الدراجة الجودة المطلوبة وبسعر اقتصادي.|טבעת נטולת תבריג מספקת איכות במחיר חסכוני.|ชุดประกอบส่วนหัวไม่มีเกลียว คุณภาพสูงในราคาประหยัด|Hochwertiger Lenkkopf zu einem guten Preis.|スレッドレスのヘッドセットは、手ごろな価格で高品質を提供します。|Furş takımı kaliteyi ekonomik bir fiyata sunar.|7/1/2012|12/27/2008|
395|HS-2451|11|||ML Headset|Dirección GM|Jeu de direction ML|45.4168|1|NA|500|375|102.29||NA||1||61.374|M ||ML Headset|0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|Sealed cartridge keeps dirt out.|Boîtier de protection hermétique.|密封的缓冲油管，纤尘不染。|تمنع الخرطوشة محكمة الإغلاق الأوساخ من الدخول.|קסטה אטומה שומרת מפני לכלוך.|กล่องผนึกสนิทป้องกันฝุ่นละออง|Versiegeltes Ventil vermeidet das Eindringen von Schmutz.|密閉されたカートリッジが埃を防ぎます。|Mühürlü kartuş kirden korur.|7/1/2012|12/27/2008|
396|HS-3479|11|||HL Headset|Dirección GA|Jeu de direction HL|55.3801|1|NA|500|375|124.73||NA||1||74.838|H ||HL Headset|0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|"High-quality 1"" threadless headset with a grease port for quick lubrication."|Jeu de direction sans filetage 2||||||||||
397|HB-M243|4|||LL Mountain Handlebars|||17.978|1|NA|500|375|40.4909||NA||1|M |24.2945|L ||LL Mountain Handlebars|0x474946383961D0009600F70000D30000FEF4ABA1A2A1DA0000EBEBECA99797F6B7A9FBC8A6B8B5B7959695B8A8A8FFFEF1FFFD97FECD23D22D2DE20000F75305FDFDFDE3E3E4888385FFFED3CE4E4EFFFEFBFCEAE7F8F8F8DCDBDCD78D8BFA6E05D57370FAAA91F88D75EA0000FEFBC3CC0000C2B8B9FCB578EE57482B0000|All-purpose bar for on or off-road.|Barre d'appui tous usages pour conduite sur route ou tout-terrain.|公路越野两用的全功能车把。|قضيب قيادة ملائم لكافة الأغراض على الطرق الممهدة وغير الممهدة.|ידיות לכל מטרה לרכיבת כביש ולשבילים.|คันบังคับอเนกประสงค์สำหรับทุกเส้นทาง|Allzweckrad für Straße und Gelände.|オンロードおよびオフロード用の多目的バー。|Yol ve arazi kullanımı için çok amaçlı boru.|7/1/2012|12/27/2008|
398|HB-M243|4|||LL Mountain Handlebars|||19.7758|1|NA|500|375|44.54||NA||1|M |26.724|L ||LL Mountain Handlebars|0x474946383961D0009600F70000D30000FEF4ABA1A2A1DA0000EBEBECA99797F6B7A9FBC8A6B8B5B7959695B8A8A8FFFEF1FFFD97FECD23D22D2DE20000F75305FDFDFDE3E3E4888385FFFED3CE4E4EFFFEFBFCEAE7F8F8F8DCDBDCD78D8BFA6E05D57370FAAA91F88D75EA0000FEFBC3CC0000C2B8B9FCB578EE57482B0000|All-purpose bar for on or off-road.|Barre d'appui tous usages pour conduite sur route ou tout-terrain.|公路越野两用的全功能车把。|قضيب قيادة ملائم لكافة الأغراض على الطرق الممهدة وغير الممهدة.|ידיות לכל מטרה לרכיבת כביש ולשבילים.|คันบังคับอเนกประสงค์สำหรับทุกเส้นทาง|Allzweckrad für Straße und Gelände.|オンロードおよびオフロード用の多目的バー。|Yol ve arazi kullanımı için çok amaçlı boru.|7/1/2013||Current
399|HB-M763|4|||ML Mountain Handlebars|||24.9932|1|NA|500|375|56.2909||NA||1|M |33.7745|M ||ML Mountain Handlebars|0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|Tough aluminum alloy bars for downhill.|Barres d'appui en alliage d'aluminium solide pour descente.|适用于高山速降的坚固耐用的铝合金车把。|قضبان قيادة قوية من سبيكة الألومنيوم لتحمّل القيادة فوق المنحدرات.|ידיות קשיחות מסגסוגת אלומיניום לרכיבה במורד.|คันบังคับอลูมิเนียมอัลลอยด์ แกร่งสำหรับเส้นทางลาดชัน|Robustes Gestänge aus Aluminiumlegierung für Abfahrtsrennen.|ダウンヒル用の頑丈なアルミニウム合金バー。|Yokuş aşağı sürüş için sağlam alüminyum alaşımı borular.|7/1/2012|12/27/2008|
400|HB-M763|4|||ML Mountain Handlebars|||27.4925|1|NA|500|375|61.92||NA||1|M |37.152|M ||ML Mountain Handlebars|0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|Tough aluminum alloy bars for downhill.|Barres d'appui en alliage d'aluminium solide pour descente.|适用于高山速降的坚固耐用的铝合金车把。|قضبان قيادة قوية من سبيكة الألومنيوم لتحمّل القيادة فوق المنحدرات.|ידיות קשיחות מסגסוגת אלומיניום לרכיבה במורד.|คันบังคับอลูมิเนียมอัลลอยด์ แกร่งสำหรับเส้นทางลาดชัน|Robustes Gestänge aus Aluminiumlegierung für Abfahrtsrennen.|ダウンヒル用の頑丈なアルミニウム合金バー。|Yokuş aşağı sürüş için sağlam alüminyum alaşımı borular.|7/1/2013||Current
401|HB-M918|4|||HL Mountain Handlebars|||48.5453|1|NA|500|375|109.3364||NA||1|M |65.6018|H ||HL Mountain Handlebars|0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|Flat bar strong enough for the pro circuit.|Barre d'appui plate suffisamment solide pour le circuit professionnel.|平头车把异常坚固，足可用于专业巡回赛。|قضيب قيادة مسطح وقوي بدرجة كافية لجولات المحترفين.|ידית שטוחה החזקה מספיק עבור הרוכב המקצועי.|คันบังคับแบน แข็งแรงพอสำหรับสนามโปรเซอร์กิต|Die breite Stange ist stark genug für Profis.|プロ サーキットにも十分な強度を持つフラット バー。|Profesyoneller için yeterince güçlü düz boru.|7/1/2012|12/27/2008|
402|HB-M918|4|||HL Mountain Handlebars|||53.3999|1|NA|500|375|120.27||NA||1|M |72.162|H ||HL Mountain Handlebars|0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|Flat bar strong enough for the pro circuit.|Barre d'appui plate suffisamment solide pour le circuit professionnel.|平头车把异常坚固，足可用于专业巡回赛。|قضيب قيادة مسطح وقوي بدرجة كافية لجولات المحترفين.|ידית שטוחה החזקה מספיק עבור הרוכב המקצועי.|คันบังคับแบน แข็งแรงพอสำหรับสนามโปรเซอร์กิต|Die breite Stange ist stark genug für Profis.|プロ サーキットにも十分な強度を持つフラット バー。|Profesyoneller için yeterince güçlü düz boru.|7/1/2013||Current
403|HB-R504|4|||LL Road Handlebars|Manillar de carretera GB|Poignées de vélo de route LL|17.978|1|NA|500|375|40.4909||NA||1|R |24.2945|L ||LL Road Handlebars|0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|Unique shape provides easier reach to the levers.|Forme très réussie destinée à faciliter l'accès aux leviers.|独特的外形设计使得刹车把更易使用。|شكل فريد يوفر وصولاً أسهل إلى تروس التحكم في السرعة.|צורה ייחודית מספקת גישה קלה יותר לידיות ההילוכים.|รูปร่างที่เป็นเอกลักษณ์ ช่วยให้ใช้คานบันไดได้สะดวก|Einzigartige Form für komfortablere Bedienung der Schalthebel.|レバーに手が届きやすいユニークな形状。|Eşsiz biçimi kollara daha kolay erişim sağlar.|7/1/2012|12/27/2008|
404|HB-R504|4|||LL Road Handlebars|Manillar de carretera GB|Poignées de vélo de route LL|19.7758|1|NA|500|375|44.54||NA||1|R |26.724|L ||LL Road Handlebars|0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|Unique shape provides easier reach to the levers.|Forme très réussie destinée à faciliter l'accès aux leviers.|独特的外形设计使得刹车把更易使用。|شكل فريد يوفر وصولاً أسهل إلى تروس التحكم في السرعة.|צורה ייחודית מספקת גישה קלה יותר לידיות ההילוכים.|รูปร่างที่เป็นเอกลักษณ์ ช่วยให้ใช้คานบันไดได้สะดวก|Einzigartige Form für komfortablere Bedienung der Schalthebel.|レバーに手が届きやすいユニークな形状。|Eşsiz biçimi kollara daha kolay erişim sağlar.|7/1/2013||Current
405|HB-R720|4|||ML Road Handlebars|Manillar de carretera GM|Poignées de vélo de route ML|24.9932|1|NA|500|375|56.2909||NA||1|R |33.7745|M ||ML Road Handlebars|0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|Anatomically shaped aluminum tube bar will suit all riders.|Barre d'appui avec tube en aluminium ergonomique pour répondre aux besoins de tous les cyclistes.|符合人体解剖学的铝制车把适用于所有骑乘者。|قضيب قيادة أنبوبي الشكل مصنوع من الألومنيوم ومشكّل بطريقة تتكيف مع بنية الراكب الجسمية ويناسب جميع الرّكاب.|צינור אלומיניום לידית המעוצבת בצורה אנטומית שתתאים לכל רוכב.|คานอลูมิเนียมที่ออกแบบตามหลักสรีรศาสตร์ เหมาะสำหรับนักปั่นทุกคน|Die anatomisch geformte Rohrstange ist für jeden Fahrer geeignet.|アナトミック形状のアルミニウム チューブ バーで、どのような乗り手にも適合します。|Anatomik biçimli alüminyum boru tüm sürücüler için uygundur.|7/1/2012|12/27/2008|
406|HB-R720|4|||ML Road Handlebars|Manillar de carretera GM|Poignées de vélo de route ML|27.4925|1|NA|500|375|61.92||NA||1|R |37.152|M ||ML Road Handlebars|0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|Anatomically shaped aluminum tube bar will suit all riders.|Barre d'appui avec tube en aluminium ergonomique pour répondre aux besoins de tous les cyclistes.|符合人体解剖学的铝制车把适用于所有骑乘者。|قضيب قيادة أنبوبي الشكل مصنوع من الألومنيوم ومشكّل بطريقة تتكيف مع بنية الراكب الجسمية ويناسب جميع الرّكاب.|צינור אלומיניום לידית המעוצבת בצורה אנטומית שתתאים לכל רוכב.|คานอลูมิเนียมที่ออกแบบตามหลักสรีรศาสตร์ เหมาะสำหรับนักปั่นทุกคน|Die anatomisch geformte Rohrstange ist für jeden Fahrer geeignet.|アナトミック形状のアルミニウム チューブ バーで、どのような乗り手にも適合します。|Anatomik biçimli alüminyum boru tüm sürücüler için uygundur.|7/1/2013||Current
407|HB-R956|4|||HL Road Handlebars|Manillar de carretera GA|Poignées de vélo de route HL|48.5453|1|NA|500|375|109.3364||NA||1|R |65.6018|H ||HL Road Handlebars|0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|Designed for racers; high-end anatomically shaped bar from aluminum alloy.|Conçu pour la compétition ; barre d'appui ergonomique haut de gamme en alliage d'aluminium.|专为竞赛者设计；高档且符合人体解剖学的铝合金车把。|"أحدث قضيب قيادة مشكّل بطريقة تتكيف مع بنية الراكب الجسمية وهو مصنوع من سبيكة ألومنيوم، ومصمم للمتسابقين."|עיצוב המיוחד למתחרים; ידית אנטומית המעוצבת בצורה איכותית מסגסוגת אלומיניום.|คันบังคับชั้นเยี่ยม ได้รับการออกแบบตามหลักสรีรศาสตร์สำหรับนักแข่ง ทำจากอลูมิเนียมอัลลอยด์|Konzipiert für Rennfahrer; anatomisch geformte Stange aus Aluminiumlegierung.|レーサー用に設計された、高性能なアナトミック形状のアルミニウム合金バー。|Yarışçılar için tasarlanmış alüminyum alaşımı anatomik biçimli boru.|7/1/2012|12/27/2008|
408|HB-R956|4|||HL Road Handlebars|Manillar de carretera GA|Poignées de vélo de route HL|53.3999|1|NA|500|375|120.27||NA||1|R |72.162|H ||HL Road Handlebars|0x474946383961F0009500F70000000000800000008000808000000080800080008080808080C0C0C0FF000000FF00FFFF000000FFFF00FF00FFFFFFFFFF000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|Designed for racers; high-end anatomically shaped bar from aluminum alloy.|Conçu pour la compétition ; barre d'appui ergonomique haut de gamme en alliage d'aluminium.|专为竞赛者设计；高档且符合人体解剖学的铝合金车把。|"أحدث قضيب قيادة مشكّل بطريقة تتكيف مع بنية الراكب الجسمية وهو مصنوع من سبيكة ألومنيوم، ومصمم للمتسابقين."|עיצוב המיוחד למתחרים; ידית אנטומית המעוצבת בצורה איכותית מסגסוגת אלומיניום.|คันบังคับชั้นเยี่ยม ได้รับการออกแบบตามหลักสรีรศาสตร์สำหรับนักแข่ง ทำจากอลูมิเนียมอัลลอยด์|Konzipiert für Rennfahrer; anatomisch geformte Stange aus Aluminiumlegierung.|レーサー用に設計された、高性能なアナトミック形状のアルミニウム合金バー。|Yarışçılar için tasarlanmış alüminyum alaşımı anatomik biçimli boru.|7/1/2013||Current
409|FR-M63B-38|12|LB |CM |ML Mountain Frame - Black||||||||||||||||||||||||||||||
410|FW-M423|17|||LL Mountain Front Wheel|||26.9708|1|Black|500|375|60.745||NA||1|M |36.447|L ||LL Mountain Front Wheel|0x4749463839619B009600F70000FDD2D2FDB7CBD30000FCA6A7FEF4F4FEE5E5A99090FED9E5FEFEFEFEC6B2FEECF4CB0000A87477FDCCCDFEE0E0F9778AFC9798FFF9FEFEF4EAEB1517FC9CA6FEF1F1B9B7B9D90000FEE6DAF32629FEF0EFFEDDDDEB0101939494FEFEF8FEE4EAFA7979F65559A2A2A2FECAD6F64547FA8387|Replacement mountain wheel for entry-level rider.|Roue de secours tout-terrain pour vététiste occasionnel.|适用于入门级骑乘者的备用山地车轮。|عجلة احتياطية مخصصة للقيادة في الجبال لراكبي الدراجات المبتدئين.|גלגל חלופי לרכיבה הררית לרוכב המתחיל.|ล้ออะไหล่จักรยานภูเขาสำหรับนักปั่นระดับเริ่มต้น|Ersatzrad für Mountainbike-Einsteiger.|初心者向けの交換用マウンテン ホイール。|Başlangıç seviyesinde sürücüler için yedek dağ bisikleti tekerleği.|7/1/2012|12/27/2008|
411|FW-M762|17|||ML Mountain Front Wheel|||92.8071|1|Black|500|375|209.025||NA||1|M |125.415|M ||ML Mountain Front Wheel|0x4749463839619B009600F70000FDD2D2FDB7CBD30000FCA6A7FEF4F4FEE5E5A99090FED9E5FEFEFEFEC6B2FEECF4CB0000A87477FDCCCDFEE0E0F9778AFC9798FFF9FEFEF4EAEB1517FC9CA6FEF1F1B9B7B9D90000FEE6DAF32629FEF0EFFEDDDDEB0101939494FEFEF8FEE4EAFA7979F65559A2A2A2FECAD6F64547FA8387|Replacement mountain wheel for the casual to serious rider.|Roue de secours tout-terrain pour vététiste amateur à confirmé.|适用于一般和高级骑乘者的备用山地车轮。|عجلة احتياطية مخصصة للقيادة في الجبال تناسب كافة أنواع الركاب بدءًا من الراكب العادي إلى الراكب المحترف.|גלגל חלופי לרכיבה הררית לרוכב החובב והרציני.|ล้ออะไหล่จักรยานภูเขาสำหรับนักปั่นสมัครเล่นไปจนถึงมืออาชีพ|Mountainbike-Ersatzrad für Fortgeschrittene und Profis.|中級者から上級者向けの交換用マウンテン ホイール。|Orta ve ileri seviyedeki sürücüler için yedek dağ bisikleti tekerleği.|7/1/2012|12/27/2008|
412|FW-M928|17|||HL Mountain Front Wheel|||133.2955|1|Black|500|375|300.215||NA||1|M |180.129|H ||HL Mountain Front Wheel|0x4749463839619B009600F70000FDD2D2FDB7CBD30000FCA6A7FEF4F4FEE5E5A99090FED9E5FEFEFEFEC6B2FEECF4CB0000A87477FDCCCDFEE0E0F9778AFC9798FFF9FEFEF4EAEB1517FC9CA6FEF1F1B9B7B9D90000FEE6DAF32629FEF0EFFEDDDDEB0101939494FEFEF8FEE4EAFA7979F65559A2A2A2FECAD6F64547FA8387|High-performance mountain replacement wheel.|Roue de secours tout-terrain hautes performances.|高性能的山地车备用轮。|عجلة احتياطية مخصصة للقيادة في الجبال عالية الأداء.|גלגל חלופי עתיר ביצועים לרכיבה הררית.|ล้ออะไหล่จักรยานภูเขาประสิทธิภาพสูง|Hochwertiges Ersatzrad für Mountainbikes.|高性能のマウンテン バイク用交換ホイール。|Yüksek performanslı yedek dağ bisikleti tekerleği.|7/1/2012|12/27/2008|
413|FW-R623|17|G  ||LL Road Front Wheel|Rueda de carretera delantera GB|Roue avant de vélo de route LL|37.9909|1|Black|500|375|85.565||NA|900|1|R |51.339|L ||LL Road Front Wheel|0x4749463839619B009600F70000FDD2D2FDB7CBD30000FCA6A7FEF4F4FEE5E5A99090FED9E5FEFEFEFEC6B2FEECF4CB0000A87477FDCCCDFEE0E0F9778AFC9798FFF9FEFEF4EAEB1517FC9CA6FEF1F1B9B7B9D90000FEE6DAF32629FEF0EFFEDDDDEB0101939494FEFEF8FEE4EAFA7979F65559A2A2A2FECAD6F64547FA8387|Replacement road front wheel for entry-level cyclist.|Roue avant pour vélo de route pour cycliste occasionnel.|适用于入门级骑乘者的公路型备用前轮。|عجلة طريق أمامية بديلة لقائدي الدراجات المبتدئين.|גלגל חלופי קדמי לרכיבת כביש לרוכב המתחיל.|ล้อหน้าจักรยานภูเขาอะไหล่สำหรับนักปั่นระดับเริ่มต้น|Ersatzvorderrad für Einsteiger.|初心者向けの交換用フロント ロード ホイール。|Başlangıç seviyesindeki sürücüler için yedek ön yol tekerleği.|7/1/2012|12/27/2008|
