ResellerKey|GeographyKey|ResellerAlternateKey|Phone|BusinessType|ResellerName|NumberEmployees|OrderFrequency|OrderMonth|FirstOrderYear|LastOrderYear|ProductLine|AddressLine1|AddressLine2|AnnualSales|BankName|MinPaymentType|MinPaymentAmount|AnnualRevenue|YearOpened
474|320|AW00000474|777-555-0163|Specialty Bike Shop|Retail Cycle Shop|46|A|9|2012|2012|Mountain|Bayshore Mall||1500000.00|Primary Bank & Reserve|||150000.00|2001
475|288|AW00000475|581-555-0172|Warehouse|Real Sporting Goods|76|Q|4|2011|2013|Mountain|7709 West Virginia Avenue||3000000.00|Guardian Bank|1||300000.00|1994
476|421|AW00000476|165-555-0172|Value Added Reseller|Noiseless Gear Company|13|S|5|2012|2013|Mountain|Peachtree Mall||800000.00|Reserve Security|2||80000.00|2000
477|414|AW00000477|991-555-0148|Specialty Bike Shop|Quitting Business Distributors|49|A|6|2013|2013|Touring|University Plaza||1500000.00|International Bank|3|600.00|150000.00|1993
478|61|AW00000478|512-555-0122|Warehouse|Major Cycling|79|Q|2|2011|2013|Road|46990 Viking Way||3000000.00|International Security|||300000.00|1999
479|113|AW00000479|765-555-0141|Value Added Reseller|General Supplies|12|S|5|2012|2013|Road|9693 Louis H Lafontaine||800000.00|Primary International|1||80000.00|1992
480|84|AW00000480|994-555-0194|Specialty Bike Shop|General Bike Corporation|48|A|4|2010|2013|Road|69251 Creditview Road||1500000.00|United Security|2||150000.00|1998
481|182|AW00000481|1 (11) 500 555-0149|Warehouse|Getaway Inn|80|Q|6|2012|2013|Road|54, avenue des Ternes||3000000.00|Primary Bank & Reserve|3|600.00|300000.00|1991
482|115|AW00000482|1 (11) 500 555-0186|Value Added Reseller|Fabrikam Inc., East|11|S|4|2012|2013|Road|Roástr 9938|Verkaufsabteilung|800000.00|Guardian Bank|3|200.00|80000.00|1997
483|14|AW00000483|1 (11) 500 555-0123|Specialty Bike Shop|Fitness Bike Accessories|47|A|6|2013|2013|Touring|Level 7|114 Albert Road|1500000.00|Reserve Security|2||150000.00|1990
484|229|AW00000484|1 (11) 500 555-0199|Warehouse|Downhill Bicycle Specialists|81|Q|5|2012|2012|Mountain|725a The Arches||3000000.00|International Bank|||300000.00|1996
485|604|AW00000485|107-555-0138|Value Added Reseller|Clamps & Brackets Co.|10|S|4|2010|2011|Mountain|Leesburg Premium Outlet Centre||800000.00|International Security|||80000.00|1989
486|453|AW00000486|721-555-0163|Specialty Bike Shop|Convenient Bike Shop|46|A|4|2010|2011|Road|Tree Plaza||1500000.00|Primary International|1||150000.00|1995
487|548|AW00000487|924-555-0195|Warehouse|Bike Experts|82|Q|5|2012|2012|Mountain|Lancaster Mall||3000000.00|United Security|2||300000.00|1988
488|429|AW00000488|959-555-0151|Value Added Reseller|Bicycle Accessories and Kits|9|S|3|2012|2012|Mountain|Lewiston Mall||300000.00|Primary Bank & Reserve|3|600.00|30000.00|1994
489|575|AW00000489|191-555-0198|Specialty Bike Shop|Cash & Carry Bikes|45|A|3|2012|2013|Mountain|Lakeline Mall||1500000.00|Guardian Bank|||150000.00|1987
490|588|AW00000490|306-555-0112|Warehouse|Extraordinary Bike Works|83|Q|6|2012|2013|Mountain|Town East Center||3000000.00|Reserve Security|1||300000.00|1993
491|341|AW00000491|991-555-0183|Value Added Reseller|Area Bike Accessories|8|S|4|2010|2013|Road|6900 Sisk Road||300000.00|International Bank|2||30000.00|1986
492|295|AW00000492|768-555-0125|Specialty Bike Shop|Basic Sports Equipment|44|A|5|2011|2013|Mountain|3250 Baldwin Park Blvd||1500000.00|International Security|3|600.00|150000.00|1992
493|308|AW00000493|323-555-0113|Warehouse|Valley Bicycle Distributors|84|Q|5|2012|2013|Road|5867 Sunrise Boulevard||3000000.00|Primary International|3|1000.00|300000.00|1985
494|409|AW00000494|197-555-0143|Value Added Reseller|Worthwhile Activity Store|7|S|4|2011|2013|Mountain|Flagler Park Plaza||300000.00|United Security|2||30000.00|1991
495|407|AW00000495|395-555-0128|Specialty Bike Shop|Tough and Reliable Parts|43|A|11|2011|2013|Road|Market Square Shopping Center||1500000.00|Primary Bank & Reserve|1||150000.00|1984
496|42|AW00000496|613-555-0116|Warehouse|Top Sports Supply|85|Q|4|2011|2013|Mountain|251420a 170th Street||3000000.00|Guardian Bank|||300000.00|1990
497|61|AW00000497|727-555-0115|Value Added Reseller|Valley Toy Store|6|S|6|2012|2013|Mountain|252851 Rowan Place||300000.00|Reserve Security|1||30000.00|1983
498|84|AW00000498|272-555-0123|Specialty Bike Shop|Quick Delivery Service|42|A|6|2011|2011|Mountain|5990 Avebury Road||1500000.00|International Bank|2||150000.00|1989
499|183|AW00000499|1 (11) 500 555-0122|Warehouse|Racing Sales and Service|86|Q|6|2012|2013|Road|510, avenue de Villiers||3000000.00|International Security|3|600.00|300000.00|1982
500|128|AW00000500|1 (11) 500 555-0150|Value Added Reseller|Irregulars Outlet|5|S||||Mountain|Pappelallee 19||300000.00|Primary International|||30000.00|1988
501|7|AW00000501|1 (11) 500 555-0119|Specialty Bike Shop|Jumbo Bikes|41|A|6|2013|2013|Touring|254a James Street Botany||1500000.00|United Security|1||150000.00|1981
502|254|AW00000502|1 (11) 500 555-0177|Warehouse|Metropolitan Bicycle Supply|87|Q|6|2012|2013|Mountain|Paramount House||3000000.00|Primary Bank & Reserve|2||300000.00|1987
503|501|AW00000503|440-555-0166|Value Added Reseller|Metropolitan Sales and Rental|4|S|6|2011|2013|Road|Granite State Marketplace||300000.00|Guardian Bank|3|600.00|30000.00|1980
504|469|AW00000504|264-555-0143|Specialty Bike Shop|Historic Bicycle Sales|40|A|4|2010|2011|Mountain|Redford Plaza||1500000.00|Reserve Security|3|600.00|150000.00|1986
505|619|AW00000505|688-555-0115|Warehouse|Honest Repair Service|88|Q|4|2012|2013|Touring|Three Rivers Mall||3000000.00|International Bank|2||300000.00|1979
506|653|AW00000506|571-555-0128|Value Added Reseller|Great Bikes|3|S|4|2010|2013|Mountain|Eastridge Mall||300000.00|International Security|1||30000.00|1985
507|592|AW00000507|176-555-0136|Specialty Bike Shop|Global Sporting Goods|39|A||||Road|Fountains On The Lake||1500000.00|Primary International|||150000.00|1978
508|581|AW00000508|132-555-0149|Warehouse|Designer Department Stores|89|Q||||Road|Southwest Outlet||3000000.00|United Security|1||300000.00|1984
509|291|AW00000509|678-555-0175|Value Added Reseller|Fun Toys and Bikes|2|S|6|2013|2013|Touring|6500 East Grant Road||300000.00|Primary Bank & Reserve|2||30000.00|1977
510|375|AW00000510|992-555-0111|Specialty Bike Shop|World Bike Discount Store|38|A|1|2010|2013|Road|3065 Santa Margarita Parkway||1500000.00|Guardian Bank|3|600.00|150000.00|1983
511|363|AW00000511|926-555-0136|Warehouse|Wheel Gallery|90|Q|4|2010|2011|Road|9920 Bridgepointe Parkway||3000000.00|Reserve Security|||300000.00|1976
512|569|AW00000512|781-555-0199|Value Added Reseller|Tiny Bike Boutique|4|S|5|2012|2012|Road|Fsa Outlet Center||300000.00|International Bank|1||30000.00|1982
513|450|AW00000513|562-555-0119|Specialty Bike Shop|Village Tours|37|A|5|2012|2012|Mountain|Newport Shopping Center||1500000.00|International Security|2||150000.00|1975
514|61|AW00000514|726-555-0155|Warehouse|Retail Mall|91|Q|4|2010|2013|Road|254480 River Rd||3000000.00|Primary International|3|600.00|300000.00|1981
515|86|AW00000515|833-555-0167|Value Added Reseller|Rural Bicycle Supply|6|S||||Mountain|Suite #9902||300000.00|United Security|3|200.00|30000.00|1974
516|80|AW00000516|162-555-0174|Specialty Bike Shop|Seats and Saddles Company|36|A|11|2012|2012|Mountain|5th Floor, 79 Place D'armes||1500000.00|Primary Bank & Reserve|2||150000.00|1980
517|211|AW00000517|1 (11) 500 555-0122|Warehouse|Racing Store|92|Q||||Road|30, avenue de l' Union Centrale||3000000.00|Guardian Bank|1||300000.00|1991
518|125|AW00000518|1 (11) 500 555-0132|Value Added Reseller|Regional Cycle Shop|8|S|3|2013|2013|Road|Karl Liebknecht str 399|Leiter der Abteilung|300000.00|Reserve Security|||30000.00|1979
519|35|AW00000519|1 (11) 500 555-0114|Specialty Bike Shop|List Price Catalog Company|35|A|5|2013|2013|Touring|Level 25|96 Lytton Rd.|1500000.00|International Bank|1||150000.00|1992
520|253|AW00000520|1 (11) 500 555-0118|Warehouse|Metro Metals Co.|93|Q|5|2013|2013|Touring|2524 Barlby Road||3000000.00|International Security|2||300000.00|1978
521|556|AW00000521|538-555-0182|Value Added Reseller|Mobile Outlet|10|S|8|2013|2013|Road|Walnut Hill Plaza||800000.00|Primary International|3|600.00|80000.00|1974
522|514|AW00000522|962-555-0139|Specialty Bike Shop|Small Bike Accessories Shop|34|A|5|2013|2013|Touring|Consumer Square||1500000.00|United Security|||150000.00|1976
523|389|AW00000523|149-555-0196|Warehouse|Futuristic Sport Distributors|94|Q|4|2011|2013|Road|5525 South Hover Road||3000000.00|Primary Bank & Reserve|1||300000.00|1978
524|499|AW00000524|916-555-0171|Value Added Reseller|Chain and Chain Tool Distributions|12|S|8|2012|2012|Road|Factory Stores Of America||800000.00|Guardian Bank|2||80000.00|1980
525|419|AW00000525|249-555-0124|Specialty Bike Shop|Cycles and Scooters|33|A|6|2011|2011|Road|Peach Festival Outlet||1500000.00|Reserve Security|3|600.00|150000.00|1982
526|88|AW00000526|605-555-0111|Warehouse|Finer Sales and Service|95|Q||||Road|#500-75 O'Connor Street||3000000.00|International Bank|3|1000.00|300000.00|1984
527|391|AW00000527|847-555-0184|Value Added Reseller|Fun Times Club|14|S|5|2011|2013|Road|8525 South Parker Road||800000.00|International Security|2||80000.00|1986
528|318|AW00000528|519-555-0112|Specialty Bike Shop|Alpine Ski House|32|A|5|2011|2012|Road|7505 Laguna Boulevard||1500000.00|Primary International|1||150000.00|1988
529|303|AW00000529|669-555-0149|Warehouse|Big-Time Bike Store|96|Q|5|2012|2013|Road|9909 W. Ventura Boulevard||3000000.00|United Security|||300000.00|1990
530|411|AW00000530|430-555-0121|Value Added Reseller|Valuable Bike Parts Company|16|S|4|2011|2013|Mountain|Belz Factory Outlet||800000.00|Primary Bank & Reserve|1||80000.00|1992
531|415|AW00000531|235-555-0199|Specialty Bike Shop|Sunny Place Bikes|31|A|5|2011|2013|Road|Horizon Outlet Center||1500000.00|Guardian Bank|2||150000.00|1994
532|79|AW00000532|898-555-0137|Warehouse|The Showroom|97|Q|5|2011|2013|Road|4400 March Road||3000000.00|Reserve Security|3|600.00|300000.00|1996
533|112|AW00000533|744-555-0123|Value Added Reseller|Tenth Bike Store|18|S|5|2011|2012|Road|Depot 80||800000.00|International Bank|||80000.00|1998
534|84|AW00000534|399-555-0114|Specialty Bike Shop|Recommended Bicycles|30|A|5|2011|2011|Road|250 Kingsbridge Garden Circle||1500000.00|International Security|1||150000.00|2000
535|226|AW00000535|1 (11) 500 555-0191|Warehouse|Spa and Exercise Outfitters|98|Q|5|2012|2013|Mountain|33, rue Georges-Cl‚menceau||3000000.00|Primary International|2||300000.00|2002
536|165|AW00000536|1 (11) 500 555-0199|Value Added Reseller|Next Door Cycles|20|S|6|2013|2013|Touring|Brunnenstr 9511||1000000.00|United Security|3|600.00|100000.00|2004
537|14|AW00000537|1 (11) 500 555-0125|Specialty Bike Shop|Preferable Bikes|29|A||||Touring|Level 25|538 Climbing Street|1000000.00|Primary Bank & Reserve|3|600.00|100000.00|2005
538|245|AW00000538|1 (11) 500 555-0179|Warehouse|Prosperous Tours|99|Q|4|2011|2013|Road|99-3 Forest Works||3000000.00|Guardian Bank|2||300000.00|2003
539|519|AW00000539|108-555-0171|Value Added Reseller|Glossy Bikes|19|S|6|2013|2013|Touring|Adirondack Factory Outlet||800000.00|Reserve Security|1||80000.00|2004
540|524|AW00000540|995-555-0114|Specialty Bike Shop|Guaranteed Sales and Service|28|A|5|2012|2013|Road|Buckeye Factory Shops||1000000.00|International Bank|||100000.00|1975
541|492|AW00000541|525-555-0174|Warehouse|Nonskid Tire Company|100|Q|5|2011|2013|Mountain|Holiday Village Mall||3000000.00|International Security|1||300000.00|2003
542|623|AW00000542|129-555-0185|Value Added Reseller|Finer Parts Shop|18|S|6|2011|2013|Mountain|2526a Tri-Lake Blvd Ne||800000.00|Primary International|2||80000.00|1979
543|649|AW00000543|963-555-0146|Specialty Bike Shop|Friendly Neighborhood Bikes|27|A|6|2012|2013|Mountain|Johnson Creek||1000000.00|United Security|3|600.00|100000.00|2002
544|484|AW00000544|158-555-0142|Warehouse|Valley Bicycle Specialists|66|Q|6|2012|2013|Mountain|Blue Ridge Mall||3000000.00|Primary Bank & Reserve|||300000.00|1983
545|357|AW00000545|362-555-0177|Value Added Reseller|Finish and Sealant Products|17|S|6|2011|2011|Road|25150 El Camino Real||800000.00|Guardian Bank|1||80000.00|2001
546|390|AW00000546|608-555-0162|Value Added Reseller|Field Trip Store|2|S|5|2012|2013|Mountain|2575 Rocky Mountain Ave.||300000.00|Reserve Security|2||30000.00|1974
547|382|AW00000547|535-555-0189|Specialty Bike Shop|Curbside Sporting Goods|10|A||||Road|25871 North Main Street||800000.00|International Bank|3|600.00|80000.00|1976
548|557|AW00000548|453-555-0165|Warehouse|New Bikes Company|40|Q|5|2011|2011|Road|Hilton Head Factory Outlets No. 25||1500000.00|International Security|3|1000.00|150000.00|1978
549|403|AW00000549|871-555-0159|Value Added Reseller|Daring Rides|5|S|4|2010|2011|Road|Bay Area Outlet Mall||300000.00|Primary International|2||30000.00|1980
550|110|AW00000550|723-555-0124|Specialty Bike Shop|Remote Bicycle Specialists|13|A|6|2012|2013|Road|No. 2000-25080 Beaver Hall Hill||800000.00|United Security|1||80000.00|1982
551|94|AW00000551|554-555-0110|Warehouse|Vinyl and Plastic Goods Corporation|43|Q|6|2011|2013|Mountain|No. 25800-130 King Street West||1500000.00|Primary Bank & Reserve|||150000.00|1984
552|94|AW00000552|244-555-0115|Value Added Reseller|Consolidated Messenger|8|S|5|2013|2013|Road|25 Danger Street West|Floor 7|300000.00|Guardian Bank|1||30000.00|1986
553|197|AW00000553|1 (11) 500 555-0162|Specialty Bike Shop|Accessories Network|16|A|6|2013|2013|Touring|699bis, rue des Peupliers||800000.00|Reserve Security|2||80000.00|1988
554|151|AW00000554|1 (11) 500 555-0198|Warehouse|Top of the Line Bikes|46|Q|5|2013|2013|Touring|Knaackstr 7||1500000.00|International Bank|3|600.00|150000.00|1990
555|3|AW00000555|1 (11) 500 555-0190|Value Added Reseller|Twin Cycles|11|S|6|2013|2013|Touring|2253-217 Palmer Street||800000.00|International Security|||80000.00|1992
556|256|AW00000556|1 (11) 500 555-0195|Specialty Bike Shop|Variety Cycling|19|A|5|2013|2013|Touring|46-44 Albemarle Street||800000.00|Primary International|1||80000.00|1994
557|457|AW00000557|492-555-0189|Warehouse|Purchase Mart|49|Q|6|2013|2013|Touring|Wrentham Village||1500000.00|United Security|2||150000.00|1996
558|504|AW00000558|607-555-0193|Value Added Reseller|Retail Sales and Service|14|S|5|2011|2013|Road|Lake Region Factory Outlet||800000.00|Primary Bank & Reserve|3|600.00|80000.00|1998
559|654|AW00000559|158-555-0123|Specialty Bike Shop|Some Discount Store|22|A|2|2011|2013|Mountain|Frontier Mall||1000000.00|Guardian Bank|3|600.00|100000.00|2000
560|655|AW00000560|331-555-0162|Warehouse|Major Sport Suppliers|52|Q|4|2012|2013|Mountain|White Mountain Mall||3000000.00|Reserve Security|2||300000.00|2002
561|593|AW00000561|447-555-0110|Value Added Reseller|Mountain Toy Store|17|S|6|2011|2013|Road|First Colony Mall||800000.00|International Bank|1||80000.00|2004
562|480|AW00000562|623-555-0144|Specialty Bike Shop|Practical Bike Supply Company|25|A|6|2011|2012|Mountain|Horizon Outlet||1000000.00|International Security|||100000.00|2005
563|286|AW00000563|555-555-0162|Warehouse|Systematic Sales|55|Q|5|2013|2013|Touring|2551 East Warner Road||3000000.00|Primary International|1||300000.00|2003
564|510|AW00000564|115-555-0175|Value Added Reseller|Imported and Domestic Cycles|20|S|5|2012|2012|Road|22589 West Craig Road||1000000.00|United Security|2||100000.00|2004
565|381|AW00000565|911-555-0153|Specialty Bike Shop|Metallic Paint and Overcoat Co|28|A||||Road|25751 University Drive||1000000.00|Primary Bank & Reserve|3|600.00|100000.00|1975
566|489|AW00000566|695-555-0111|Warehouse|eCommerce Bikes|58|Q|5|2011|2012|Mountain|Gulfport Factory Shops||3000000.00|Guardian Bank|||300000.00|2003
567|570|AW00000567|845-555-0187|Value Added Reseller|Global Plaza|19|S|6|2011|2011|Mountain|Belz Factory Outlet||800000.00|Reserve Security|1||80000.00|1979
568|94|AW00000568|555-555-0162|Specialty Bike Shop|Economy Center|31|A|2|2011|2012|Mountain|6th Floor, 25st Canadian Place||1500000.00|International Bank|2||150000.00|2002
569|85|AW00000569|699-555-0155|Warehouse|Designated Distributors|61|Q|5|2011|2011|Road|254 Colonnade Road||3000000.00|International Security|3|600.00|300000.00|1983
570|105|AW00000570|968-555-0153|Value Added Reseller|Family's Favorite Bike Shop|18|S|5|2012|2013|Mountain|25981 College Street||800000.00|Primary International|3|200.00|80000.00|2001
571|191|AW00000571|1 (11) 500 555-0187|Specialty Bike Shop|Community Department Stores|34|A|6|2012|2013|Mountain|3639, rue des Grands Champs||1500000.00|United Security|2||150000.00|1987
572|156|AW00000572|1 (11) 500 555-0191|Warehouse|Versatile Sporting Goods Company|64|Q|4|2012|2013|Road|Alderstr 1849||3000000.00|Primary Bank & Reserve|1||300000.00|2000
573|14|AW00000573|1 (11) 500 555-0132|Value Added Reseller|Nationwide Supply|17|S|6|2013|2013|Touring|4250 Concord Road||800000.00|Guardian Bank|||80000.00|1991
574|246|AW00000574|1 (11) 500 555-0119|Specialty Bike Shop|Area Sheet Metal Supply|37|A|5|2012|2013|Road|399 Clearing Green||1500000.00|Reserve Security|1||150000.00|1999
575|525|AW00000575|153-555-0114|Warehouse|Bicycle Outfitters|67|Q|6|2011|2012|Road|Cherry Grove Plaza||3000000.00|International Bank|2||300000.00|1995
576|530|AW00000576|599-555-0127|Value Added Reseller|The Bike Mechanics|16|S|6|2011|2013|Mountain|Johnny Appleseed Shop.center||800000.00|International Security|3|600.00|80000.00|1998
577|642|AW00000577|851-555-0127|Specialty Bike Shop|Synthetic Materials Manufacturing|40|A|4|2011|2012|Road|3390 South 23rd St.||1500000.00|Primary International|||150000.00|1999
578|633|AW00000578|957-555-0125|Warehouse|The Bike Shop|70|Q|4|2010|2013|Mountain|3250 South Meridian||3000000.00|United Security|1||300000.00|1997
579|475|AW00000579|334-555-0137|Value Added Reseller|Riders Company|15|S|6|2011|2013|Road|Tanger Factory||800000.00|Primary Bank & Reserve|2||80000.00|2003
580|591|AW00000580|190-555-0186|Specialty Bike Shop|Rural Sales and Service|43|A|6|2011|2011|Road|Management Mall||1500000.00|Guardian Bank|3|600.00|150000.00|1996
581|506|AW00000581|329-555-0183|Warehouse|Safe Toys|73|Q|6|2011|2011|Mountain|49925 Crestview Drive N.E.||3000000.00|Reserve Security|3|1000.00|300000.00|2002
582|379|AW00000582|747-555-0171|Value Added Reseller|Professional Sales and Service|14|S|6|2013|2013|Touring|57251 Serene Blvd||800000.00|International Bank|2||80000.00|1995
583|290|AW00000583|741-555-0173|Specialty Bike Shop|Professional Containers and Packaging Co.|46|A|5|2012|2012|Mountain|253731 West Bell Road||1500000.00|International Security|1||150000.00|2001
584|426|AW00000584|475-555-0188|Warehouse|Qualified Sales and Repair Services|76|Q|5|2011|2011|Road|Savannah Festival Outlet||3000000.00|Primary International|||300000.00|1994
585|567|AW00000585|398-555-0132|Value Added Reseller|Next-Door Bike Store|13|S|6|2011|2012|Mountain|Mall Of Memphis||800000.00|United Security|1||80000.00|2000
586|106|AW00000586|797-555-0118|Specialty Bike Shop|One Bike Company|49|A|6|2012|2013|Mountain|5 place Ville-Marie||1500000.00|Primary Bank & Reserve|2||150000.00|1993
587|89|AW00000587|920-555-0191|Warehouse|Our Sporting Goods Store|79|Q|6|2012|2013|Road|6030 Conroy Road||3000000.00|Guardian Bank|3|600.00|300000.00|1999
588|47|AW00000588|127-555-0124|Value Added Reseller|General Cycle Storehouse|12|S|6|2011|2012|Mountain|30025 Wayburne Drive, Suite 275||800000.00|Reserve Security|||80000.00|1992
589|198|AW00000589|1 (11) 500 555-0128|Specialty Bike Shop|Hiatus Bike Tours|48|A||||Touring|3833, boulevard Beau Marchais||1500000.00|International Bank|1||150000.00|1998
590|173|AW00000590|1 (11) 500 555-0115|Warehouse|Lustrous Paints and Components|80|Q|7|2012|2012|Road|Kurfrstenstr 74||3000000.00|International Security|2||300000.00|1991
591|35|AW00000591|1 (11) 500 555-0134|Value Added Reseller|Fitness Discount Store|11|S|4|2012|2013|Touring|Level 992|56 Pitt Street|800000.00|Primary International|3|600.00|80000.00|1997
592|251|AW00000592|1 (11) 500 555-0115|Specialty Bike Shop|Cycling Goods|47|A|5|2012|2013|Road|997b Tradescant Road||1500000.00|United Security|3|600.00|150000.00|1990
593|529|AW00000593|993-555-0162|Warehouse|Expert Sports Store|81|Q|5|2013|2013|Mountain|Spring Meadows Place||3000000.00|Primary Bank & Reserve|2||300000.00|1996
594|502|AW00000594|301-555-0128|Value Added Reseller|Casual Bicycle Store|10|S|4|2011|2013|Mountain|Westside Plaza||800000.00|Guardian Bank|1||80000.00|1989
595|535|AW00000595|792-555-0194|Specialty Bike Shop|Cycle Clearance|46|A|6|2013|2013|Touring|2255 254th Avenue Se||1500000.00|Reserve Security|||150000.00|1995
596|616|AW00000596|627-555-0192|Warehouse|Coho Sports|82|Q|5|2012|2013|Mountain|705 SE Mall Parkway||3000000.00|International Bank|1||300000.00|1988
597|582|AW00000597|129-555-0120|Value Added Reseller|All Seasons Sports Supply|9|S|4|2012|2013|Touring|Ohms Road||300000.00|International Security|2||30000.00|1994
598|481|AW00000598|441-555-0144|Specialty Bike Shop|Black Bicycle Company|45|A|5|2012|2012|Mountain|Factory Merchants||1500000.00|Primary International|3|600.00|150000.00|1987
599|366|AW00000599|362-555-0162|Warehouse|Westside Plaza|83|Q|4|2012|2013|Touring|99040 California Avenue||3000000.00|United Security|||300000.00|1993
600|346|AW00000600|654-555-0150|Value Added Reseller|Strenuous Exercise Shop|8|S||||Mountain|25620 Firestone Boulevard||300000.00|Primary Bank & Reserve|1||30000.00|1986
601|600|AW00000601|328-555-0123|Specialty Bike Shop|Transport Bikes|44|A|6|2013|2013|Touring|25130 South State Street||1500000.00|Guardian Bank|2||150000.00|1992
602|566|AW00000602|242-555-0181|Warehouse|Ultimate Bike Shop|84|Q|6|2011|2013|Mountain|Foothills Mall||3000000.00|Reserve Security|3|600.00|300000.00|1985
603|409|AW00000603|140-555-0188|Value Added Reseller|Retail Toy Store|7|S|7|2010|2012|Road|Dadeland Mall, Space 25090||300000.00|International Bank|3|200.00|30000.00|1991
604|537|AW00000604|517-555-0120|Specialty Bike Shop|Sellers of Cycles|43|A|6|2013|2013|Road|700 Se Sunnyside Road||1500000.00|International Security|2||150000.00|1984
605|641|AW00000605|695-555-0161|Warehouse|Outstanding Cycles|85|Q|5|2013|2013|Touring|North 93270 Newport Highway||3000000.00|Primary International|1||300000.00|1990
606|651|AW00000606|850-555-0198|Value Added Reseller|Little Bicycle Supply Shop|6|S|5|2013|2013|Road|Cedar Creek Stores||300000.00|United Security|||30000.00|1983
607|586|AW00000607|355-555-0180|Specialty Bike Shop|Maintenance and Repair for Bicycles|42|A|5|2013|2013|Touring|Lone Star Factory||1500000.00|Primary Bank & Reserve|1||150000.00|1989
608|332|AW00000608|280-555-0124|Warehouse|Golf and Cycle Store|86|Q|6|2011|2012|Mountain|5500 Grossmont Center Drive||3000000.00|Guardian Bank|2||300000.00|1982
609|294|AW00000609|969-555-0117|Value Added Reseller|Good Toys|5|S|6|2012|2013|Road|99700 Bell Road||300000.00|Reserve Security|3|600.00|30000.00|1988
610|289|AW00000610|366-555-0110|Specialty Bike Shop|Fitness Department Stores|41|A|2|2013|2013|Touring|7750 E Marching Rd||1500000.00|International Bank|||150000.00|1981
611|402|AW00000611|609-555-0186|Warehouse|Front Runner Bikes|87|Q|6|2013|2013|Touring|DeSouth Square||3000000.00|International Security|||300000.00|1987
612|405|AW00000612|419-555-0166|Value Added Reseller|General Associates|4|S|5|2011|2013|Road|32525 Hollywood Blvd.||300000.00|Primary International|2||30000.00|1980
613|97|AW00000613|226-555-0110|Specialty Bike Shop|Famous Bike Shop|40|A|6|2012|2013|Mountain|999 West Georgia St.||1500000.00|United Security|3|600.00|150000.00|1986
614|203|AW00000614|1 (11) 500 555-0136|Warehouse|Favorite Toy Distributor|88|Q|5|2013|2013|Touring|1, place de la R‚publique||3000000.00|Primary Bank & Reserve|3|1000.00|300000.00|1979
615|158|AW00000615|1 (11) 500 555-0157|Value Added Reseller|Fast Services|3|S|5|2013|2013|Road|K”nigsteiner Straáe 449||300000.00|Guardian Bank|2||30000.00|1985
616|8|AW00000616|1 (11) 500 555-0151|Specialty Bike Shop|Eastward Bike Accessories|39|A|6|2013|2013|Touring|Level 7|201 Sussex Street|1500000.00|Reserve Security|1||150000.00|1978
617|263|AW00000617|1 (11) 500 555-0146|Warehouse|Tubeless Tire Company|89|Q|8|2013|2013|Touring|2574 Milton Park||3000000.00|International Bank|||300000.00|1984
618|503|AW00000618|860-555-0119|Value Added Reseller|Seventh Bike Store|2|S|4|2010|2013|Road|Stateline Plaza||300000.00|International Security|1||30000.00|1977
619|518|AW00000619|601-555-0151|Specialty Bike Shop|Strong Metal Manufacturing|38|A||||Road|Pyramid Mall||1500000.00|Primary International|2||150000.00|1983
620|654|AW00000620|482-555-0188|Warehouse|Tires and Tubes|90|Q||||Mountain|25708 Dell Range Blvd.||3000000.00|United Security|3|600.00|300000.00|1976
621|609|AW00000621|146-555-0176|Value Added Reseller|Running and Cycling Gear|4|S|6|2013|2013|Touring|No. 60 Bellis Fair Parkway||300000.00|Primary Bank & Reserve|||30000.00|1982
622|438|AW00000622|493-555-0185|Specialty Bike Shop|Gift and Toy Store|37|A|4|2011|2013|Road|Sports Stores @ Tuscola||1500000.00|Guardian Bank|1||150000.00|1975
623|479|AW00000623|153-555-0195|Warehouse|Hardware Components|91|Q|5|2011|2011|Mountain|City Center||3000000.00|Reserve Security|2||300000.00|1981
624|289|AW00000624|454-555-0160|Value Added Reseller|First Cycle Store|6|S|6|2011|2013|Road|25250 N 90th St||300000.00|International Bank|3|600.00|30000.00|1974
625|285|AW00000625|315-555-0131|Specialty Bike Shop|Major Sporting Goods|36|A|5|2012|2012|Road|9980 S Alma School Road||1500000.00|International Security|3|600.00|150000.00|1980
626|509|AW00000626|129-555-0185|Warehouse|Retail Sporting Goods|92|Q|10|2012|2012|Road|6753 Howard Hughes Parkway||3000000.00|Primary International|2||300000.00|1991
627|497|AW00000627|597-555-0132|Value Added Reseller|Exchange Parts Inc.|8|S|6|2013|2013|Touring|7700 Green Road||300000.00|United Security|1||30000.00|1979
628|409|AW00000628|112-555-0160|Specialty Bike Shop|Executive Discount Store|35|A|10|2011|2012|Road|20500 S.W. 2512th Ave||1500000.00|Primary Bank & Reserve|||150000.00|1992
629|41|AW00000629|809-555-0152|Warehouse|Efficient Cycling|93|Q|5|2013|2013|Touring|250333 Southport Road, S.W.||3000000.00|Guardian Bank|1||300000.00|1978
630|93|AW00000630|194-555-0149|Value Added Reseller|Eastside Parts Shop|10|S|6|2013|2013|Touring|7000 Victoria Park Avenue||800000.00|Reserve Security|2||80000.00|1974
631|93|AW00000631|631-555-0155|Specialty Bike Shop|Tandem Sales and Service|34|A|12|2011|2012|Road|63 Free St.||1500000.00|International Bank|3|600.00|150000.00|1976
